,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
1039,81,105,960,880,5,0.7,58,54,120,32,11,6,480,1,7,0,0.8999999999999999,0,1,0.5
1040,29,28,970,390,1,0.7,104,50,32,64,12,9,340,4,3,0,0.5,0,0,0.8999999999999999
1041,128,108,190,510,1,0.7999999999999999,54,85,76,98,12,9,360,5,4,0,0.7999999999999999,0,0,0.6
1042,27,112,430,630,1,0.5,102,120,122,24,8,13,240,5,5,1,0.6,1,0,0.7
1043,117,33,660,740,5,0.8999999999999999,14,111,118,114,11,9,280,1,8,0,0.8999999999999999,0,1,0.7999999999999999
1044,80,53,450,790,3,1.0,8,127,38,76,9,7,160,4,3,1,0.6,0,1,0.5
1045,87,28,280,550,1,0.6,14,116,120,120,12,16,60,8,6,0,0.8999999999999999,1,0,0.7999999999999999
1046,34,128,620,840,5,0.6,108,84,30,112,10,12,80,7,7,1,0.5,0,0,0.8999999999999999
1047,90,119,290,190,5,0.6,84,44,86,68,11,6,180,8,4,0,1.0,1,0,1.0
1048,85,67,590,580,4,0.5,24,91,64,100,12,13,260,5,6,1,0.8999999999999999,1,1,0.7999999999999999
1049,26,34,660,780,3,0.7999999999999999,64,83,50,46,7,6,500,3,7,1,0.7999999999999999,0,0,0.6
1050,127,54,860,570,3,0.7999999999999999,82,63,116,106,9,9,40,4,4,0,1.0,0,1,1.0
1051,106,100,160,300,1,1.0,48,90,24,48,10,7,20,3,7,1,0.7999999999999999,0,1,0.7999999999999999
1052,89,76,450,820,4,0.8999999999999999,36,35,98,66,12,16,140,5,1,1,0.7,1,1,0.6
1053,75,96,420,840,4,0.7,28,50,74,42,6,16,180,10,6,0,1.0,0,1,0.7999999999999999
1054,49,61,740,860,3,0.7,78,50,26,120,11,14,280,9,7,0,1.0,1,1,0.8999999999999999
1055,124,107,700,910,1,0.7999999999999999,18,96,114,54,7,8,400,9,7,1,0.7999999999999999,0,0,1.0
1056,38,89,480,300,5,0.7999999999999999,42,37,48,82,7,16,280,7,2,0,0.8999999999999999,1,0,0.6
1057,93,94,620,250,4,0.7,98,70,66,78,6,10,40,10,5,1,1.0,0,1,0.7
1058,121,108,360,350,3,0.5,96,93,104,30,9,7,460,9,3,1,0.8999999999999999,1,1,0.7999999999999999
1059,85,102,220,190,5,0.6,88,106,32,80,9,13,360,6,8,0,0.7,1,1,0.5
1060,85,96,220,430,4,0.5,64,71,70,122,8,12,40,8,8,1,0.7,1,0,0.8999999999999999
1061,82,111,590,700,1,0.8999999999999999,82,125,30,124,7,8,400,7,3,0,1.0,0,0,1.0
1062,34,64,500,570,3,0.6,96,24,60,94,9,10,440,3,3,1,0.7,1,0,0.5
1063,39,77,830,890,2,0.5,64,96,126,96,11,10,440,8,4,0,1.0,1,1,1.0
1064,53,122,240,360,2,0.6,22,110,108,86,7,10,460,9,2,1,0.7999999999999999,0,0,0.5
1065,35,120,860,170,1,0.7,70,72,66,90,9,6,280,8,1,0,0.7999999999999999,1,1,0.7
1066,104,34,1000,490,5,0.8999999999999999,108,55,94,58,6,13,180,8,4,1,0.8999999999999999,1,1,0.7
1067,89,97,430,510,1,0.6,20,127,30,40,7,12,380,1,2,1,0.7,1,0,0.7
1068,70,111,240,510,3,1.0,42,59,80,118,6,10,280,9,1,1,0.6,0,0,1.0
1069,101,110,340,990,2,0.5,66,107,112,38,11,12,400,4,4,0,0.5,1,1,0.5
1070,125,64,400,940,5,1.0,50,89,100,102,8,11,120,3,5,0,0.6,1,1,0.5
1071,24,113,150,390,1,1.0,40,82,128,44,10,16,100,10,6,1,1.0,1,0,0.8999999999999999
1072,44,39,300,120,2,0.7,68,32,64,36,11,15,500,3,4,0,0.7,1,0,0.6
1073,68,110,920,270,4,0.6,124,120,70,46,6,13,500,7,4,1,0.6,0,0,0.5
1074,54,33,550,770,5,0.5,30,121,128,102,11,8,420,6,2,1,0.6,0,0,0.5
1075,74,107,130,120,3,1.0,38,50,106,120,8,16,20,5,1,1,0.7999999999999999,1,0,0.7
1076,26,91,100,860,3,0.6,2,121,78,46,11,8,260,7,3,1,0.8999999999999999,1,1,0.8999999999999999
1077,81,93,970,360,5,0.5,18,99,120,78,7,12,180,7,5,1,0.8999999999999999,0,1,0.7
1078,123,53,690,410,1,1.0,12,109,80,104,8,8,280,9,7,0,0.6,0,0,0.7
1079,29,40,170,400,1,0.5,48,52,110,46,6,10,420,8,7,1,0.5,0,0,0.5
1080,81,109,800,700,1,0.7999999999999999,18,43,108,44,9,11,360,3,2,0,0.8999999999999999,1,1,1.0
1081,38,33,870,430,3,0.7,6,40,72,116,11,7,80,5,2,1,0.7,0,0,0.5
1082,51,71,640,160,4,0.5,80,32,76,36,10,13,300,7,2,0,0.7999999999999999,1,1,0.8999999999999999
1083,99,79,220,880,3,0.8999999999999999,52,98,34,74,11,8,100,1,8,0,0.8999999999999999,1,1,1.0
1084,90,48,660,620,5,0.5,34,38,86,38,12,7,220,5,5,1,0.7999999999999999,1,1,1.0
1085,38,89,940,350,5,0.8999999999999999,34,70,40,112,8,8,40,6,8,0,0.5,0,1,0.5
1086,58,121,660,550,3,0.7999999999999999,24,121,74,50,8,8,80,5,4,0,0.7,1,1,1.0
1087,125,29,180,860,1,0.6,70,41,104,78,11,8,80,10,1,1,0.7999999999999999,1,1,0.8999999999999999
1088,107,110,670,600,1,0.8999999999999999,40,35,106,88,7,8,420,6,2,0,1.0,0,1,0.8999999999999999
1089,54,41,570,380,2,0.5,114,83,58,96,6,15,160,9,5,1,0.8999999999999999,1,1,0.7999999999999999
1090,34,54,800,140,3,0.6,40,32,72,58,8,10,180,6,6,0,0.5,1,0,0.8999999999999999
1091,109,103,480,670,3,1.0,104,43,96,122,9,10,80,3,5,0,1.0,0,0,0.7999999999999999
1092,50,120,930,780,2,0.7,24,115,38,24,11,7,280,8,6,1,1.0,1,1,0.8999999999999999
1093,32,89,500,270,4,0.7,98,93,26,60,10,10,260,10,4,1,1.0,1,0,0.5
1094,124,110,920,340,4,0.8999999999999999,62,37,26,104,8,16,440,5,7,0,0.7999999999999999,0,0,1.0
1095,98,30,900,840,2,0.7999999999999999,116,50,64,124,8,8,120,3,1,0,0.8999999999999999,1,0,0.8999999999999999
1096,111,46,300,120,2,0.8999999999999999,56,107,118,76,10,15,460,5,4,1,0.7,1,1,0.7999999999999999
1097,107,76,930,100,5,1.0,88,96,28,100,12,7,240,8,1,0,0.8999999999999999,1,1,0.8999999999999999
1098,66,95,870,150,4,1.0,38,68,92,76,7,11,280,10,4,1,1.0,1,1,0.5
1099,54,87,870,400,3,0.7999999999999999,124,97,120,62,8,8,280,2,5,0,0.7999999999999999,1,1,1.0
1100,64,38,570,1000,1,0.8999999999999999,72,99,70,122,12,15,140,4,8,0,0.7,0,0,0.5
1101,114,94,840,960,2,0.7,124,125,36,86,7,13,360,4,1,1,0.6,0,0,1.0
1102,40,28,920,840,4,0.6,82,70,28,38,10,12,260,4,7,0,0.7,0,1,0.7
1103,31,48,820,1000,5,0.6,34,121,88,110,12,15,280,1,5,1,0.5,1,1,0.5
1104,72,52,910,240,1,0.5,58,79,36,90,6,10,280,5,6,1,0.8999999999999999,1,0,0.7999999999999999
1105,64,85,430,760,4,0.5,34,43,62,128,7,14,500,8,1,0,0.7999999999999999,0,1,0.7
1106,81,55,820,520,1,0.7,74,70,48,66,8,11,100,1,7,0,1.0,1,1,1.0
1107,100,88,760,370,2,1.0,54,73,28,66,11,10,180,9,8,0,1.0,1,0,1.0
1108,76,54,330,470,2,0.7999999999999999,124,86,112,42,11,14,80,2,6,1,0.5,1,0,0.8999999999999999
1109,127,117,530,800,2,0.8999999999999999,62,91,52,48,11,6,220,8,7,0,0.7999999999999999,0,1,0.8999999999999999
1110,31,63,200,980,4,0.7,8,57,104,28,11,10,200,3,7,0,0.5,1,0,0.7999999999999999
1111,44,126,330,880,3,0.6,112,33,114,52,8,10,260,2,4,0,0.8999999999999999,1,1,0.7
1112,127,118,160,720,4,0.7999999999999999,74,108,80,70,11,7,280,6,5,0,1.0,1,0,0.7
1113,122,115,760,320,4,0.7,4,113,68,86,11,14,320,9,7,0,0.5,0,0,0.5
1114,49,43,710,780,5,0.7999999999999999,10,47,116,76,12,10,480,1,8,0,1.0,0,0,0.6
1115,102,107,400,210,2,0.7,112,78,102,58,11,9,200,6,5,0,0.5,1,1,0.5
1116,57,57,480,750,1,0.8999999999999999,50,64,38,124,10,16,180,10,5,1,1.0,0,1,0.7
1117,77,83,830,360,4,1.0,110,102,116,114,11,8,100,5,6,1,0.7999999999999999,0,1,1.0
1118,52,76,800,940,2,0.6,90,76,36,24,11,11,120,1,8,1,1.0,1,0,0.7999999999999999
1119,56,127,420,560,5,0.8999999999999999,32,98,28,38,9,7,240,1,7,0,0.5,0,0,0.6
1120,36,115,170,350,3,0.6,72,36,108,126,7,10,40,10,1,1,0.6,0,0,0.6
1121,43,100,820,490,4,1.0,52,26,88,74,9,8,120,6,2,1,0.6,0,1,0.5
1122,32,77,650,370,5,1.0,126,52,106,52,10,6,380,4,3,1,0.5,1,1,0.5
1123,116,70,920,610,1,0.7999999999999999,58,73,84,76,6,7,180,7,2,0,0.6,1,0,0.7
1124,37,94,130,250,3,0.7,82,99,108,128,12,6,220,3,7,0,0.8999999999999999,0,1,0.5
1125,102,58,880,470,5,0.6,48,47,122,90,10,11,440,1,7,1,0.6,0,1,0.6
1126,52,116,410,980,2,1.0,118,63,64,56,11,7,460,2,5,1,0.7999999999999999,1,0,0.8999999999999999
1127,36,37,120,990,4,1.0,54,57,64,124,7,14,160,2,4,1,0.8999999999999999,0,0,1.0
1128,52,127,110,450,1,0.8999999999999999,20,29,52,118,6,13,80,5,8,0,0.8999999999999999,1,1,0.5
1129,98,27,160,840,2,0.7,12,119,122,98,7,14,500,8,1,0,0.6,1,0,0.7
1130,77,56,260,360,4,0.5,18,78,36,70,11,8,120,2,6,0,1.0,0,0,0.5
1131,35,32,540,890,4,0.7999999999999999,110,101,68,42,11,11,480,6,6,1,0.5,0,0,1.0
1132,97,56,140,900,3,0.7,44,58,38,108,11,9,260,3,2,0,0.7,0,1,0.6
1133,86,27,310,890,4,0.8999999999999999,122,110,100,76,9,16,220,1,8,0,0.7999999999999999,1,0,0.7999999999999999
1134,42,112,550,270,1,0.8999999999999999,48,109,40,122,6,16,40,9,7,0,0.7999999999999999,0,0,0.5
1135,123,48,510,550,4,0.7,84,123,114,94,7,6,480,4,8,0,0.7999999999999999,1,1,0.8999999999999999
1136,81,60,220,240,2,0.6,74,74,76,24,10,12,120,9,2,0,1.0,1,1,0.7
1137,93,85,800,940,5,0.8999999999999999,74,43,90,26,10,8,260,10,1,1,0.7,1,0,0.7
1138,72,69,200,860,4,0.7999999999999999,30,39,70,96,10,6,300,8,8,0,0.7,1,1,0.7999999999999999
1139,75,49,580,290,1,0.5,78,83,68,34,6,10,160,2,8,1,0.7,1,0,1.0
1140,67,75,100,120,4,0.6,102,70,92,64,11,6,340,3,4,0,0.7,0,1,0.6
1141,26,125,180,670,5,0.5,20,25,56,50,11,10,240,2,2,1,0.5,0,1,0.6
1142,100,118,930,330,4,0.7999999999999999,40,76,124,118,9,15,20,2,6,1,0.6,1,0,0.6
1143,60,52,560,910,5,0.8999999999999999,10,115,38,120,11,7,340,3,8,0,0.7,1,0,1.0
1144,72,72,900,370,5,0.7999999999999999,88,83,88,108,7,14,280,5,4,0,0.7,1,1,0.6
1145,48,52,100,140,5,1.0,36,95,72,126,7,10,480,10,5,1,0.7,0,0,0.5
1146,90,58,400,550,1,0.7,38,66,30,76,8,12,320,2,7,1,0.5,0,0,0.7
1147,113,63,750,980,2,0.8999999999999999,38,84,96,74,12,9,60,1,6,1,0.5,1,1,1.0
1148,57,51,930,740,4,0.8999999999999999,22,63,66,46,8,8,100,2,4,0,0.5,0,1,0.8999999999999999
1149,119,45,240,430,3,0.6,24,103,24,42,12,14,500,2,6,1,1.0,1,0,0.7999999999999999
1150,65,28,840,120,5,0.7,18,80,118,86,6,8,180,3,1,1,0.7999999999999999,1,1,0.6
1151,74,109,640,610,5,0.6,36,45,70,60,7,7,60,7,4,1,0.7999999999999999,0,0,0.7999999999999999
1152,62,103,530,100,1,0.7,96,43,110,96,6,12,280,6,3,1,1.0,1,1,0.6
1153,125,24,500,460,1,0.7999999999999999,12,102,34,44,8,10,20,1,8,0,0.5,1,0,0.7999999999999999
1154,110,57,760,190,1,0.7999999999999999,26,80,50,78,10,16,200,7,5,1,0.7999999999999999,1,1,0.7
1155,63,44,990,810,3,0.5,80,122,40,90,9,15,140,2,6,0,0.8999999999999999,1,1,0.7
1156,35,104,900,880,2,0.5,120,113,26,108,8,7,20,10,5,1,0.6,0,1,0.5
1157,89,87,840,100,3,1.0,24,66,74,122,10,14,460,10,7,0,0.7,1,1,0.6
1158,36,27,350,480,3,0.6,70,89,90,114,6,14,220,2,1,1,1.0,1,0,0.8999999999999999
1159,95,98,930,930,3,0.6,120,47,42,106,6,7,240,6,1,1,0.5,0,0,0.8999999999999999
1160,119,84,270,420,3,0.8999999999999999,18,92,78,100,12,15,220,5,5,1,0.6,0,1,0.7
1161,48,47,980,150,1,0.8999999999999999,80,32,58,34,10,9,160,5,5,1,1.0,0,1,0.7999999999999999
1162,73,74,270,700,5,0.7,100,44,108,66,8,15,200,10,2,0,0.6,0,1,0.8999999999999999
1163,43,123,100,310,1,0.6,120,60,34,78,7,14,40,7,4,0,0.7,1,1,0.6
1164,127,76,900,240,2,0.5,100,38,48,72,10,14,480,1,3,0,0.5,0,1,0.7999999999999999
1165,61,56,430,900,5,0.5,40,119,74,108,6,15,360,7,3,0,0.6,0,0,0.6
1166,126,34,840,600,3,0.8999999999999999,120,118,102,26,10,9,20,9,4,1,1.0,0,0,0.6
1167,101,43,770,410,5,0.6,22,65,108,40,12,14,440,10,5,0,0.7999999999999999,0,0,0.6
1168,69,114,500,600,3,0.7999999999999999,108,113,34,106,12,10,120,8,5,1,0.6,0,0,0.7
1169,93,38,940,500,4,1.0,98,82,36,82,9,9,260,6,2,0,1.0,0,0,0.7
1170,95,112,130,330,2,0.5,66,74,42,106,8,12,160,3,3,1,0.7,1,0,0.6
1171,80,89,190,990,2,0.8999999999999999,48,50,64,102,9,12,440,6,4,1,0.5,1,0,0.7999999999999999
1172,63,119,430,280,4,0.7,48,105,82,64,7,16,240,6,8,1,0.5,1,1,1.0
1173,44,101,360,600,5,0.7999999999999999,118,90,100,40,12,14,300,5,1,1,0.7,0,0,0.7
1174,37,94,200,500,3,1.0,18,127,38,66,6,11,480,3,7,1,0.7,1,0,1.0
1175,31,48,730,470,5,0.7,52,42,94,102,11,8,100,2,3,1,0.7,0,0,0.7
1176,109,36,600,690,4,0.7999999999999999,88,76,60,98,8,16,480,2,4,1,0.8999999999999999,1,0,0.7999999999999999
1177,113,98,990,1000,5,0.7,2,93,66,32,9,13,480,6,4,1,0.5,0,0,0.7999999999999999
1178,126,90,720,690,2,0.8999999999999999,32,54,50,36,10,6,240,2,6,0,0.7999999999999999,0,0,0.7999999999999999
1179,30,41,510,380,4,0.7999999999999999,12,54,50,62,8,9,340,4,3,0,0.7999999999999999,1,0,0.5
1180,99,102,330,970,4,0.8999999999999999,100,53,98,60,7,14,80,7,2,1,0.8999999999999999,0,1,1.0
1181,116,94,190,280,2,1.0,110,104,42,68,9,6,380,4,1,0,0.7999999999999999,1,1,0.7
1182,91,128,240,290,4,0.7,76,37,102,80,12,12,160,4,6,0,0.6,1,0,0.7
1183,80,56,510,620,3,0.7999999999999999,44,33,74,70,9,14,20,2,7,0,1.0,1,1,0.5
1184,47,104,760,180,2,0.8999999999999999,50,97,60,86,9,12,100,4,6,1,0.8999999999999999,1,0,0.8999999999999999
1185,86,105,850,120,3,0.7999999999999999,54,121,108,108,11,6,200,6,4,1,0.5,1,0,0.7
1186,118,72,420,370,3,0.8999999999999999,44,71,116,60,12,7,140,4,3,1,0.5,1,1,1.0
1187,30,107,800,940,4,0.8999999999999999,122,123,82,76,10,8,320,1,8,1,0.7,0,0,0.7
1188,112,105,300,640,1,0.6,46,35,120,68,7,16,20,8,5,1,0.5,0,0,0.6
1189,108,116,550,720,5,0.5,16,91,128,58,7,16,140,7,7,1,0.8999999999999999,0,1,0.6
1190,49,118,710,500,3,0.6,110,29,104,70,8,10,160,10,7,1,0.7999999999999999,1,1,0.8999999999999999
1191,55,91,850,880,2,0.7999999999999999,60,101,46,102,6,16,240,10,2,0,1.0,1,1,0.8999999999999999
1192,101,105,360,560,1,0.7999999999999999,126,81,68,54,9,12,120,10,4,0,0.6,1,0,0.6
1193,78,92,470,540,4,0.6,112,101,42,54,6,16,480,7,8,1,0.5,0,1,0.8999999999999999
1194,73,40,570,130,4,1.0,24,27,62,56,12,9,60,6,8,0,0.7999999999999999,0,0,0.5
1195,65,55,290,840,2,0.7999999999999999,56,36,34,38,11,11,60,7,6,1,0.5,0,0,0.7
1196,106,71,470,870,5,1.0,16,53,78,124,11,15,160,1,5,0,0.6,0,0,0.8999999999999999
1197,106,40,380,330,2,0.5,120,95,122,40,11,14,40,1,5,0,1.0,0,1,0.7
1198,64,34,670,400,4,0.5,82,55,32,106,10,7,500,6,3,0,1.0,1,0,0.7999999999999999
1199,52,99,800,110,1,0.7999999999999999,34,125,86,36,6,12,160,3,6,0,0.7999999999999999,1,0,0.5
1200,42,31,320,310,3,1.0,112,30,24,60,7,15,220,4,5,1,0.6,0,0,0.8999999999999999
1201,88,97,1000,560,3,1.0,74,101,44,124,8,6,380,6,7,0,1.0,0,1,1.0
1202,107,26,200,150,1,0.7999999999999999,56,118,126,108,10,10,40,4,5,0,0.5,1,0,0.7999999999999999
1203,41,85,710,450,3,0.7999999999999999,38,24,62,66,12,11,260,9,6,1,0.6,1,0,0.7999999999999999
1204,88,44,110,380,1,0.6,26,46,54,54,11,12,140,4,6,0,0.8999999999999999,1,0,0.7999999999999999
1205,28,114,990,100,2,0.8999999999999999,104,124,86,24,6,16,500,10,3,0,0.5,0,1,0.8999999999999999
1206,119,44,300,280,4,0.7999999999999999,2,100,88,42,8,12,180,7,7,1,0.8999999999999999,0,1,0.5
1207,123,119,320,920,2,0.6,46,83,48,76,8,14,240,9,7,0,0.5,0,1,1.0
1208,38,126,590,570,5,0.6,26,103,46,122,12,12,200,5,7,0,0.5,1,1,0.7
1209,104,128,710,750,3,0.5,26,58,72,110,11,16,460,4,3,0,0.6,1,1,0.7999999999999999
1210,45,27,410,160,2,0.8999999999999999,12,70,96,46,6,16,220,2,1,0,0.8999999999999999,0,0,0.6
1211,67,95,410,360,1,0.6,30,60,46,64,7,10,400,2,2,0,0.7,0,0,0.7999999999999999
1212,82,69,620,120,2,1.0,70,102,52,116,10,16,380,4,6,0,0.7,1,0,0.7999999999999999
1213,91,95,220,680,1,0.7999999999999999,46,35,118,58,8,15,460,5,2,1,0.5,1,1,0.7
1214,118,66,660,760,5,1.0,8,48,70,36,7,9,360,10,4,1,0.7999999999999999,0,1,0.5
1215,60,124,990,360,5,1.0,78,80,30,72,11,14,440,3,6,1,0.5,1,0,0.7
1216,90,99,460,930,1,0.8999999999999999,124,119,62,44,9,7,220,1,3,0,0.8999999999999999,1,0,0.6
1217,110,119,170,240,2,0.8999999999999999,84,56,54,108,10,7,180,10,4,0,1.0,1,0,0.8999999999999999
1218,50,46,470,390,4,0.8999999999999999,36,34,26,36,7,11,180,3,8,0,1.0,1,1,0.6
1219,126,116,310,850,5,0.7,96,89,48,42,9,7,40,5,8,0,0.7,1,1,0.5
1220,25,31,140,930,5,0.6,10,77,122,38,7,11,120,2,6,1,0.5,0,0,0.5
1221,26,30,510,720,3,0.6,126,83,82,24,12,7,200,9,5,0,0.6,0,0,1.0
1222,112,88,610,940,4,0.6,92,89,118,54,6,10,280,8,8,0,0.7,0,0,0.5
1223,119,53,840,450,5,0.8999999999999999,70,91,70,30,7,11,340,2,8,0,0.7999999999999999,1,0,0.8999999999999999
1224,91,100,440,540,5,0.6,66,101,52,54,12,7,460,1,5,0,1.0,1,1,0.7999999999999999
1225,58,95,480,860,4,0.5,20,83,78,62,12,13,40,8,5,0,0.7999999999999999,0,1,0.8999999999999999
1226,75,128,750,200,5,1.0,32,116,120,46,7,14,320,8,5,1,0.6,1,1,1.0
1227,96,95,160,930,3,0.8999999999999999,114,41,70,48,11,14,480,1,8,0,0.7,1,0,0.5
1228,48,71,690,860,1,0.5,10,32,66,50,6,6,500,1,8,1,0.6,0,0,0.7999999999999999
1229,36,104,840,970,2,0.7999999999999999,14,34,60,32,7,15,220,7,4,0,0.7999999999999999,0,0,0.7
1230,80,41,400,650,2,0.8999999999999999,72,55,26,46,7,9,280,1,5,0,0.6,1,0,1.0
1231,59,87,930,730,1,0.7999999999999999,88,57,112,58,10,16,200,2,5,1,0.7999999999999999,1,0,0.5
1232,43,38,890,980,1,0.7,124,33,106,92,10,8,300,7,1,1,1.0,0,1,0.8999999999999999
1233,58,98,320,980,1,0.8999999999999999,30,52,112,66,8,14,440,9,5,0,0.5,0,0,0.7999999999999999
1234,100,74,680,880,5,0.7999999999999999,100,73,102,88,11,12,160,2,3,1,1.0,0,0,0.7999999999999999
1235,93,62,150,550,4,0.6,18,69,34,56,6,9,100,9,7,1,0.6,0,1,0.7
1236,82,27,610,250,1,1.0,8,60,40,32,10,6,420,7,3,0,0.8999999999999999,1,1,1.0
1237,102,83,330,980,1,0.5,108,90,122,106,9,9,300,2,3,1,0.7999999999999999,1,1,0.7999999999999999
1238,104,34,380,480,1,0.6,40,32,64,72,11,13,340,1,4,1,0.7999999999999999,0,0,0.7
1239,34,117,910,440,2,0.5,118,70,36,94,9,8,200,2,2,1,0.6,0,0,0.7
1240,116,87,140,530,5,0.8999999999999999,22,29,28,68,7,10,40,1,5,1,1.0,1,1,0.7
1241,43,83,960,550,4,1.0,48,25,58,108,8,8,100,10,2,0,0.8999999999999999,0,1,0.6
1242,24,70,380,950,5,1.0,74,65,110,26,7,10,440,10,1,0,0.6,0,1,1.0
1243,116,111,180,580,1,0.7999999999999999,38,31,64,34,7,10,100,8,4,0,0.5,0,0,0.8999999999999999
1244,111,28,880,300,1,1.0,90,33,112,102,11,12,220,4,2,1,1.0,1,1,0.8999999999999999
1245,91,84,460,420,4,0.6,88,64,82,50,6,11,80,1,6,1,0.8999999999999999,0,0,0.6
1246,96,95,680,500,5,0.6,18,122,44,48,8,13,160,4,7,0,0.6,1,1,0.7
1247,61,110,530,160,5,0.8999999999999999,4,106,38,76,9,15,420,10,1,0,0.8999999999999999,0,0,0.7
1248,90,124,630,770,4,0.5,90,83,124,96,12,10,480,5,2,0,0.6,1,1,1.0
1249,92,92,830,750,4,0.7999999999999999,126,24,86,84,11,7,160,4,1,0,0.6,0,1,0.5
1250,70,90,860,600,3,0.7999999999999999,14,55,48,84,11,14,360,3,6,1,0.7,1,1,1.0
1251,50,72,740,950,4,0.7,62,125,40,72,6,11,220,7,5,0,0.7999999999999999,0,0,0.8999999999999999
1252,120,128,860,600,4,0.6,90,122,44,52,9,13,260,4,4,1,0.7,0,0,0.7
1253,49,127,520,800,1,0.6,80,43,46,86,6,9,140,8,7,1,0.5,1,0,0.7
1254,34,106,700,360,5,1.0,44,31,122,106,9,9,140,7,3,0,0.7,1,1,1.0
1255,104,58,160,320,5,0.6,124,117,62,122,12,13,40,4,5,1,0.5,1,0,1.0
1256,121,44,440,540,4,0.5,128,32,90,88,12,14,460,7,4,0,1.0,1,1,0.5
1257,65,26,930,890,5,1.0,108,123,82,106,11,16,440,4,6,1,0.7,0,0,0.6
1258,27,122,790,630,4,0.7999999999999999,16,24,72,124,8,7,80,3,5,1,0.5,1,1,0.5
1259,69,75,250,230,3,0.7,56,86,28,46,9,13,300,9,6,0,0.7999999999999999,0,0,0.5
1260,117,74,930,930,4,0.8999999999999999,98,51,54,36,7,11,240,5,1,1,1.0,0,0,0.7
1261,125,88,440,350,2,0.8999999999999999,28,36,34,50,8,7,460,5,2,1,0.7999999999999999,1,1,0.7
1262,103,39,450,990,5,0.7,28,65,60,50,10,7,340,4,3,0,0.7,1,0,0.6
1263,67,116,470,960,3,0.5,44,33,32,68,10,14,360,1,1,0,0.7999999999999999,0,0,0.7
1264,65,81,860,260,5,0.8999999999999999,84,66,68,68,9,12,40,6,1,0,0.5,1,0,0.6
1265,51,92,370,300,4,0.6,30,39,72,24,8,12,420,6,3,1,0.7999999999999999,0,0,1.0
1266,25,37,960,700,2,0.7,16,96,120,126,9,7,400,9,4,1,0.8999999999999999,0,0,0.7
1267,52,28,530,230,4,0.7999999999999999,120,121,126,104,9,8,300,6,8,0,0.8999999999999999,1,1,0.7
1268,74,40,660,720,5,0.8999999999999999,52,35,104,26,12,9,140,6,6,0,0.7,1,1,0.6
1269,43,44,630,410,1,0.7999999999999999,8,42,100,46,8,8,120,10,2,1,0.5,0,0,0.6
1270,101,96,330,660,3,0.5,44,91,62,98,7,13,100,4,3,1,0.7999999999999999,1,0,0.7999999999999999
1271,52,45,690,110,3,0.7999999999999999,76,43,60,44,9,12,400,3,8,0,0.7,1,1,0.5
1272,70,96,320,310,1,0.8999999999999999,120,111,114,94,12,16,420,6,4,1,0.8999999999999999,1,1,0.6
1273,97,47,430,950,3,0.5,38,79,34,92,9,11,300,4,8,1,1.0,1,1,0.5
1274,105,90,580,490,3,1.0,118,43,112,50,7,12,20,6,1,1,0.6,1,0,0.8999999999999999
1275,105,30,220,260,5,0.8999999999999999,118,97,94,76,10,6,180,3,5,0,0.7,1,0,0.7
1276,101,34,820,970,4,0.5,66,53,48,62,11,13,220,8,8,0,0.7,1,1,1.0
1277,27,123,400,810,2,0.5,50,25,30,30,12,13,160,9,7,0,0.7,1,1,1.0
1278,123,98,860,240,4,0.8999999999999999,114,32,60,106,7,16,220,6,5,0,0.6,1,1,0.7999999999999999
1279,39,61,390,810,1,0.8999999999999999,14,123,26,72,9,13,80,7,4,0,0.6,0,0,0.8999999999999999
1280,75,108,170,430,3,1.0,102,46,54,114,12,13,80,6,5,0,1.0,1,1,0.5
1281,42,112,520,420,2,0.7999999999999999,82,35,26,106,9,6,280,1,7,0,0.6,0,1,1.0
1282,39,60,260,660,3,0.7999999999999999,104,52,30,66,8,16,380,10,7,0,0.7,0,1,0.7999999999999999
1283,112,81,710,650,1,0.7,110,112,70,100,8,14,380,5,8,0,0.6,1,1,0.6
1284,63,107,170,810,5,0.7,22,91,50,116,8,9,460,10,6,1,1.0,0,0,0.6
1285,100,32,850,950,4,0.6,28,33,88,58,6,16,280,3,2,0,0.7999999999999999,0,1,1.0
1286,111,65,770,200,2,0.7,10,26,82,76,7,8,40,2,5,1,0.7999999999999999,1,0,0.7999999999999999
1287,78,28,960,540,3,0.8999999999999999,10,64,36,36,10,11,240,10,8,0,0.7999999999999999,0,0,0.5
1288,104,55,450,970,5,0.7,36,28,122,62,9,10,500,5,1,0,0.7,1,1,0.8999999999999999
1289,56,31,330,530,1,0.5,68,67,110,60,10,15,460,2,5,0,0.5,1,1,0.6
1290,86,33,170,230,1,0.6,104,75,82,32,7,15,480,6,8,1,0.7999999999999999,1,1,0.7
1291,33,93,200,650,4,0.6,88,66,96,28,11,15,500,4,5,0,0.6,0,0,0.5
1292,48,24,980,410,4,0.8999999999999999,62,65,124,56,8,10,320,2,5,1,0.7999999999999999,1,0,0.6
1293,35,123,460,730,2,0.5,98,121,24,74,9,15,200,3,8,0,1.0,1,1,0.8999999999999999
