,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
200,85m,34k,980,830ms,1,0.8999999999999999,104m,33k,28m,96k,6g,9g,180s,10s,2,true,0.7,true,true,0.6
201,125m,58k,160,230ms,2,0.7999999999999999,128m,28k,40m,124k,8g,16g,80s,3s,6,true,0.8999999999999999,false,true,0.7999999999999999
202,75m,89k,220,430ms,3,0.9999999999999999,66m,107k,58m,108k,8g,11g,400s,10s,5,false,0.9999999999999999,true,true,0.8999999999999999
203,35m,95k,570,600ms,3,0.6,110m,93k,38m,60k,12g,7g,100s,2s,1,true,0.9999999999999999,true,false,0.7
204,56m,99k,950,730ms,3,0.7,32m,109k,56m,116k,12g,13g,140s,9s,1,false,0.8999999999999999,true,true,0.6
205,99m,88k,540,880ms,3,0.5,72m,46k,32m,44k,7g,12g,360s,6s,7,true,0.6,true,false,0.7
206,36m,40k,220,400ms,5,0.7,72m,40k,124m,104k,12g,8g,500s,6s,5,true,0.8999999999999999,false,true,0.5
207,27m,105k,990,420ms,5,0.6,90m,82k,72m,50k,11g,10g,300s,2s,1,false,0.7999999999999999,true,true,0.7999999999999999
208,37m,111k,340,370ms,4,0.6,40m,33k,32m,56k,11g,8g,220s,9s,1,false,0.7999999999999999,true,false,0.8999999999999999
209,91m,61k,500,300ms,4,0.7,76m,66k,34m,76k,7g,11g,180s,10s,6,true,0.9999999999999999,true,true,0.8999999999999999
210,63m,37k,850,590ms,3,0.7,122m,98k,116m,78k,12g,9g,360s,8s,6,false,0.7999999999999999,true,false,0.6
211,77m,110k,100,750ms,1,0.5,94m,74k,58m,88k,9g,16g,380s,4s,6,false,0.5,false,true,0.9999999999999999
212,60m,74k,610,760ms,3,0.7,92m,120k,76m,74k,10g,8g,140s,9s,2,true,0.9999999999999999,true,false,0.6
213,113m,98k,620,590ms,1,0.8999999999999999,124m,92k,68m,44k,8g,6g,360s,9s,4,true,0.8999999999999999,false,true,0.6
214,26m,26k,180,690ms,3,0.5,122m,57k,80m,78k,12g,7g,20s,2s,3,false,0.6,false,true,0.7
215,61m,114k,610,630ms,5,0.5,88m,80k,54m,80k,10g,14g,360s,5s,5,false,0.7999999999999999,true,true,0.6
216,107m,118k,450,950ms,2,0.5,46m,124k,68m,116k,9g,11g,360s,6s,2,false,0.6,true,true,0.7999999999999999
217,58m,38k,180,570ms,5,0.8999999999999999,26m,42k,124m,124k,12g,11g,500s,4s,7,false,0.9999999999999999,true,true,0.7999999999999999
218,75m,32k,960,590ms,3,0.8999999999999999,124m,60k,108m,102k,8g,10g,320s,10s,4,false,0.5,true,true,0.9999999999999999
219,69m,115k,220,290ms,1,0.5,12m,42k,96m,66k,8g,14g,260s,9s,3,true,0.6,true,true,0.5
220,27m,93k,470,160ms,3,0.7,96m,99k,62m,50k,12g,15g,300s,9s,5,true,0.7,false,true,0.7
221,117m,113k,970,510ms,2,0.8999999999999999,4m,62k,62m,104k,7g,13g,20s,3s,8,true,0.9999999999999999,true,false,0.8999999999999999
222,103m,25k,320,780ms,3,0.8999999999999999,88m,128k,48m,34k,7g,7g,80s,3s,7,false,0.7999999999999999,false,false,0.6
223,76m,56k,180,780ms,3,0.5,44m,58k,128m,126k,10g,11g,20s,6s,4,true,0.7,false,true,0.8999999999999999
224,53m,121k,710,940ms,1,0.6,120m,68k,88m,72k,6g,10g,440s,9s,3,true,0.7999999999999999,false,true,0.7
225,80m,122k,290,980ms,5,0.5,70m,24k,66m,110k,11g,15g,380s,7s,4,true,0.5,true,true,0.9999999999999999
226,102m,40k,600,860ms,3,0.8999999999999999,116m,92k,94m,76k,7g,6g,160s,3s,7,true,0.8999999999999999,false,true,0.7999999999999999
227,33m,100k,180,780ms,1,0.6,60m,56k,84m,110k,11g,10g,280s,9s,4,false,0.6,false,true,0.6
228,49m,72k,770,440ms,4,0.9999999999999999,84m,48k,64m,68k,12g,12g,180s,2s,8,false,0.7999999999999999,false,true,0.7
229,105m,103k,390,310ms,2,0.6,116m,69k,44m,72k,9g,13g,300s,4s,4,true,0.8999999999999999,false,true,0.8999999999999999
230,60m,55k,520,820ms,1,0.9999999999999999,108m,24k,88m,28k,6g,7g,100s,4s,1,false,0.7,true,false,0.7
231,125m,33k,720,430ms,5,0.9999999999999999,50m,30k,120m,120k,8g,13g,180s,9s,5,false,0.7999999999999999,true,true,0.7
232,128m,40k,560,270ms,5,0.7999999999999999,116m,127k,78m,56k,7g,10g,380s,2s,8,true,0.7999999999999999,false,true,0.7
233,108m,118k,980,480ms,3,0.7,66m,46k,102m,60k,7g,9g,100s,10s,8,true,0.7,false,false,0.9999999999999999
234,65m,68k,710,690ms,2,0.7,92m,89k,62m,108k,9g,12g,100s,10s,2,false,0.5,true,true,0.5
235,86m,103k,630,670ms,5,0.6,58m,128k,100m,120k,8g,11g,360s,10s,1,true,0.9999999999999999,false,true,0.6
236,24m,38k,190,820ms,1,0.9999999999999999,94m,54k,34m,68k,11g,11g,300s,7s,4,true,0.7999999999999999,true,true,0.5
237,43m,59k,820,330ms,4,0.7,32m,41k,62m,72k,7g,14g,180s,5s,4,false,0.7999999999999999,false,false,0.5
238,60m,82k,930,260ms,3,0.8999999999999999,40m,105k,44m,82k,9g,15g,360s,2s,1,false,0.9999999999999999,true,false,0.6
239,123m,66k,330,260ms,5,0.6,82m,28k,34m,38k,7g,6g,160s,1s,5,true,0.7,false,false,0.8999999999999999
240,104m,30k,750,590ms,3,0.5,74m,29k,44m,48k,9g,15g,440s,3s,6,true,0.6,false,false,0.5
241,74m,107k,280,120ms,5,0.6,102m,89k,88m,34k,12g,14g,480s,2s,2,true,0.7,false,true,0.8999999999999999
242,62m,111k,630,730ms,1,0.7,82m,53k,82m,110k,9g,6g,440s,9s,6,false,0.6,true,true,0.7
243,58m,25k,310,440ms,3,0.8999999999999999,46m,45k,112m,122k,7g,11g,180s,6s,3,true,0.9999999999999999,false,true,0.5
244,106m,42k,850,270ms,3,0.7999999999999999,82m,72k,120m,110k,11g,15g,380s,10s,7,false,0.5,false,false,0.7
245,102m,127k,500,880ms,4,0.6,46m,76k,92m,64k,8g,15g,500s,7s,8,true,0.9999999999999999,false,true,0.8999999999999999
246,43m,34k,270,920ms,3,0.6,92m,72k,44m,56k,7g,9g,60s,8s,6,true,0.5,false,false,0.8999999999999999
247,35m,24k,220,230ms,4,0.7999999999999999,82m,63k,64m,110k,10g,6g,420s,8s,7,false,0.9999999999999999,true,false,0.7999999999999999
248,24m,118k,550,800ms,2,0.7999999999999999,56m,26k,34m,102k,7g,9g,100s,9s,2,true,0.8999999999999999,true,true,0.6
249,128m,25k,350,590ms,5,0.8999999999999999,128m,56k,96m,38k,8g,11g,280s,7s,3,false,0.5,false,false,0.7999999999999999
250,124m,57k,900,280ms,1,0.7999999999999999,40m,94k,106m,116k,10g,8g,320s,5s,4,false,0.8999999999999999,false,true,0.7999999999999999
251,91m,57k,380,790ms,2,0.7999999999999999,100m,29k,42m,118k,9g,8g,480s,4s,4,false,0.7,false,true,0.6
252,24m,31k,320,500ms,4,0.6,96m,122k,48m,104k,8g,9g,300s,1s,3,false,0.5,false,false,0.8999999999999999
253,117m,96k,930,550ms,4,0.5,42m,76k,100m,62k,9g,15g,400s,8s,3,false,0.7999999999999999,true,true,0.7
254,69m,85k,440,390ms,5,0.9999999999999999,28m,127k,38m,44k,11g,8g,460s,5s,3,true,0.5,false,false,0.6
255,77m,100k,340,520ms,4,0.5,8m,26k,36m,56k,11g,14g,60s,8s,3,false,0.5,false,true,0.9999999999999999
256,81m,128k,140,780ms,2,0.8999999999999999,38m,78k,64m,128k,12g,12g,340s,8s,7,false,0.9999999999999999,true,true,0.5
257,99m,81k,690,770ms,5,0.7,64m,93k,72m,68k,6g,14g,60s,7s,2,true,0.7,true,false,0.7
258,46m,103k,740,770ms,3,0.7,42m,122k,34m,102k,9g,10g,420s,2s,7,true,0.9999999999999999,false,true,0.5
259,36m,27k,620,770ms,2,0.7999999999999999,122m,116k,90m,120k,12g,16g,320s,9s,8,true,0.9999999999999999,false,true,0.8999999999999999
260,37m,84k,450,200ms,1,0.5,2m,128k,114m,116k,12g,8g,240s,7s,4,true,0.8999999999999999,true,true,0.8999999999999999
261,74m,117k,220,790ms,4,0.8999999999999999,12m,103k,26m,90k,8g,16g,280s,2s,7,false,0.7999999999999999,true,false,0.9999999999999999
262,43m,32k,530,170ms,1,0.5,96m,97k,120m,92k,9g,6g,380s,8s,3,true,0.7,false,false,0.7999999999999999
263,82m,116k,890,570ms,2,0.5,94m,53k,102m,28k,10g,9g,420s,10s,4,true,0.9999999999999999,false,true,0.8999999999999999
264,61m,80k,440,600ms,4,0.7,104m,103k,122m,68k,7g,8g,20s,5s,7,false,0.9999999999999999,false,true,0.5
265,127m,31k,800,650ms,4,0.7,112m,116k,122m,108k,11g,8g,380s,9s,2,true,0.8999999999999999,true,false,0.6
266,48m,72k,150,810ms,2,0.6,6m,110k,84m,118k,6g,11g,460s,7s,4,false,0.8999999999999999,false,false,0.6
267,119m,52k,700,540ms,3,0.7999999999999999,110m,26k,74m,48k,9g,12g,40s,3s,4,false,0.7999999999999999,false,false,0.7999999999999999
268,123m,26k,100,460ms,2,0.7999999999999999,34m,127k,124m,36k,6g,11g,280s,9s,5,true,0.9999999999999999,true,false,0.7
269,52m,66k,770,450ms,3,0.6,116m,106k,62m,116k,10g,16g,40s,10s,6,true,0.5,true,true,0.8999999999999999
270,40m,76k,310,170ms,3,0.5,6m,74k,60m,86k,12g,8g,200s,4s,4,true,0.8999999999999999,false,false,0.8999999999999999
271,116m,109k,960,640ms,1,0.9999999999999999,74m,79k,26m,100k,6g,8g,160s,5s,8,true,0.7,true,true,0.9999999999999999
272,55m,99k,780,800ms,4,0.9999999999999999,36m,83k,126m,28k,7g,6g,340s,6s,5,false,0.7,false,false,0.8999999999999999
273,55m,61k,200,380ms,1,0.7999999999999999,20m,104k,116m,124k,7g,15g,260s,9s,3,true,0.8999999999999999,false,false,0.7
274,46m,95k,260,290ms,2,0.6,2m,101k,26m,100k,12g,7g,320s,5s,1,false,0.9999999999999999,false,false,0.6
275,122m,74k,480,500ms,4,0.5,118m,30k,46m,124k,7g,16g,280s,10s,3,true,0.7,true,true,0.6
276,80m,83k,620,370ms,2,0.8999999999999999,58m,48k,90m,48k,6g,14g,180s,6s,5,false,0.6,true,true,0.7
277,91m,99k,160,230ms,3,0.7999999999999999,94m,46k,56m,30k,10g,15g,120s,9s,6,false,0.7999999999999999,false,false,0.7999999999999999
278,94m,69k,490,810ms,2,0.7,54m,125k,102m,90k,7g,15g,200s,7s,5,false,0.5,true,true,0.9999999999999999
279,115m,55k,520,660ms,5,0.5,88m,122k,32m,34k,10g,8g,240s,5s,8,false,0.6,false,false,0.5
280,38m,68k,360,650ms,3,0.7,106m,118k,108m,24k,9g,6g,420s,2s,1,true,0.7,false,false,0.7999999999999999
281,102m,125k,110,880ms,4,0.8999999999999999,52m,104k,100m,128k,11g,8g,280s,7s,2,false,0.6,false,false,0.5
282,77m,112k,910,570ms,4,0.6,60m,37k,88m,104k,10g,16g,320s,1s,3,true,0.8999999999999999,false,true,0.5
283,88m,91k,220,490ms,4,0.9999999999999999,110m,105k,70m,30k,6g,8g,420s,5s,3,false,0.7,false,true,0.8999999999999999
284,24m,87k,440,250ms,5,0.7999999999999999,54m,86k,78m,42k,7g,10g,360s,8s,2,true,0.9999999999999999,true,true,0.5
285,59m,61k,970,880ms,2,0.6,100m,116k,64m,110k,10g,13g,260s,4s,4,true,0.7999999999999999,true,false,0.5
286,67m,37k,470,420ms,1,0.7,98m,33k,114m,90k,7g,8g,160s,1s,6,false,0.7999999999999999,true,false,0.8999999999999999
287,128m,108k,360,540ms,2,0.9999999999999999,68m,109k,88m,62k,12g,16g,360s,1s,1,true,0.6,false,true,0.7999999999999999
288,108m,34k,360,500ms,4,0.7999999999999999,88m,50k,34m,34k,7g,6g,20s,3s,3,false,0.9999999999999999,true,false,0.7
289,125m,26k,520,930ms,5,0.7999999999999999,34m,125k,116m,118k,7g,7g,100s,3s,8,false,0.9999999999999999,false,false,0.9999999999999999
290,50m,53k,720,430ms,3,0.6,4m,96k,70m,88k,8g,10g,140s,4s,5,false,0.8999999999999999,true,false,0.8999999999999999
291,112m,77k,120,740ms,5,0.7,102m,118k,88m,102k,10g,12g,420s,3s,1,true,0.7,true,true,0.6
292,33m,59k,460,610ms,4,0.7,52m,41k,30m,106k,8g,10g,220s,7s,4,false,0.8999999999999999,false,false,0.7999999999999999
293,119m,57k,330,200ms,5,0.6,36m,61k,112m,118k,12g,16g,380s,7s,8,false,0.6,false,true,0.6
294,103m,98k,740,970ms,1,0.5,34m,104k,42m,88k,6g,16g,60s,6s,4,false,0.9999999999999999,false,false,0.5
295,44m,106k,260,300ms,1,0.7999999999999999,30m,118k,36m,128k,11g,9g,20s,2s,6,true,0.7,true,false,0.7999999999999999
296,100m,114k,230,940ms,4,0.6,10m,59k,110m,66k,7g,16g,260s,1s,3,false,0.8999999999999999,true,false,0.7999999999999999
297,106m,62k,800,790ms,1,0.7999999999999999,66m,70k,114m,40k,11g,16g,120s,7s,6,true,0.9999999999999999,false,true,0.6
298,102m,89k,990,780ms,5,0.7999999999999999,6m,127k,50m,82k,11g,15g,140s,8s,7,false,0.9999999999999999,true,false,0.7999999999999999
299,58m,62k,300,280ms,3,0.6,8m,108k,88m,56k,10g,10g,40s,2s,2,true,0.7999999999999999,false,true,0.9999999999999999
300,77m,93k,740,930ms,2,0.5,70m,97k,60m,62k,9g,14g,440s,10s,5,false,0.7999999999999999,false,false,0.6
301,42m,42k,560,160ms,3,0.8999999999999999,16m,86k,68m,66k,10g,8g,120s,4s,6,true,0.5,true,false,0.7
302,83m,89k,840,320ms,3,0.5,72m,31k,62m,48k,8g,14g,280s,3s,2,true,0.7,true,false,0.7999999999999999
303,124m,86k,780,820ms,4,0.8999999999999999,86m,82k,122m,90k,11g,12g,180s,6s,2,true,0.9999999999999999,false,true,0.7
304,110m,106k,910,600ms,1,0.8999999999999999,56m,86k,36m,80k,8g,7g,480s,3s,8,true,0.6,false,true,0.5
305,125m,83k,490,780ms,4,0.7,112m,98k,42m,52k,6g,11g,200s,10s,6,false,0.6,true,true,0.5
306,100m,127k,730,340ms,1,0.7,102m,86k,28m,114k,9g,14g,440s,1s,7,false,0.7,true,false,0.8999999999999999
307,73m,106k,260,630ms,2,0.9999999999999999,122m,120k,72m,118k,6g,10g,320s,8s,2,false,0.5,false,true,0.5
308,109m,93k,130,540ms,4,0.7999999999999999,98m,67k,70m,110k,8g,6g,340s,8s,2,true,0.8999999999999999,false,false,0.5
309,43m,28k,360,560ms,2,0.5,108m,64k,124m,56k,9g,7g,280s,3s,4,true,0.7,true,false,0.6
310,116m,107k,460,740ms,4,0.9999999999999999,112m,63k,128m,80k,12g,12g,100s,7s,5,true,0.7999999999999999,false,false,0.6
311,108m,70k,240,620ms,4,0.8999999999999999,88m,36k,40m,72k,10g,11g,400s,2s,3,false,0.5,false,true,0.7999999999999999
312,95m,123k,910,600ms,5,0.8999999999999999,4m,32k,102m,118k,7g,11g,100s,9s,5,false,0.8999999999999999,false,true,0.6
313,34m,82k,950,890ms,1,0.5,126m,41k,84m,38k,10g,9g,120s,6s,2,false,0.6,true,true,0.7
314,96m,96k,700,190ms,2,0.7,122m,25k,70m,60k,10g,14g,240s,6s,3,false,0.5,true,true,0.6
315,37m,75k,320,150ms,4,0.9999999999999999,62m,128k,60m,82k,8g,8g,420s,2s,1,true,0.7,true,false,0.9999999999999999
316,62m,60k,760,400ms,5,0.7,116m,47k,88m,66k,10g,16g,100s,9s,8,true,0.7,true,true,0.7999999999999999
317,40m,118k,870,120ms,4,0.7999999999999999,92m,89k,126m,56k,12g,8g,60s,5s,8,true,0.7999999999999999,false,true,0.9999999999999999
318,105m,106k,550,180ms,1,0.8999999999999999,26m,30k,100m,78k,8g,6g,280s,3s,4,true,0.7999999999999999,true,false,0.7
319,84m,27k,830,790ms,5,0.5,92m,41k,106m,26k,9g,16g,20s,8s,3,true,0.5,false,true,0.5
320,52m,60k,220,570ms,3,0.7999999999999999,76m,124k,66m,60k,6g,11g,160s,2s,3,false,0.7,false,true,0.8999999999999999
321,48m,117k,860,920ms,4,0.7,112m,96k,74m,58k,6g,10g,20s,5s,3,false,0.5,false,false,0.8999999999999999
322,48m,41k,610,910ms,2,0.7,88m,41k,118m,128k,8g,10g,60s,7s,3,false,0.5,false,true,0.7999999999999999
323,120m,28k,110,730ms,2,0.6,8m,78k,96m,44k,8g,16g,480s,5s,8,false,0.8999999999999999,false,true,0.6
324,69m,68k,140,980ms,5,0.6,48m,62k,26m,90k,8g,8g,40s,1s,1,true,0.5,false,false,0.5
325,122m,96k,960,480ms,4,0.9999999999999999,80m,52k,72m,94k,7g,11g,380s,7s,7,true,0.6,false,false,0.6
326,48m,104k,330,640ms,1,0.5,96m,53k,56m,94k,9g,8g,320s,6s,8,true,0.6,false,false,0.6
327,94m,87k,470,510ms,1,0.7999999999999999,110m,89k,32m,104k,6g,11g,240s,7s,5,false,0.7,false,false,0.5
328,81m,76k,430,150ms,1,0.7,32m,100k,110m,46k,9g,6g,80s,5s,6,true,0.9999999999999999,false,false,0.6
329,127m,73k,150,400ms,1,0.7999999999999999,82m,41k,84m,38k,11g,11g,440s,5s,5,true,0.8999999999999999,true,true,0.6
330,90m,108k,1000,440ms,3,0.6,126m,46k,52m,110k,11g,14g,480s,6s,1,true,0.7999999999999999,false,true,0.8999999999999999
331,101m,44k,650,750ms,2,0.7,70m,124k,98m,78k,10g,8g,60s,1s,3,false,0.7,true,true,0.9999999999999999
332,30m,105k,630,210ms,2,0.7,12m,48k,118m,82k,7g,10g,40s,3s,6,true,0.7,true,false,0.6
333,38m,104k,930,690ms,1,0.5,92m,113k,94m,56k,12g,15g,480s,4s,3,false,0.9999999999999999,false,true,0.7999999999999999
334,36m,46k,150,960ms,2,0.6,22m,106k,126m,96k,9g,9g,300s,2s,4,true,0.7999999999999999,false,false,0.6
335,38m,99k,410,400ms,1,0.7999999999999999,80m,86k,96m,50k,10g,13g,200s,10s,5,true,0.7999999999999999,true,true,0.5
336,32m,30k,190,880ms,1,0.6,34m,40k,84m,42k,8g,6g,300s,9s,1,false,0.5,true,false,0.9999999999999999
337,101m,101k,700,350ms,1,0.5,116m,97k,54m,34k,10g,12g,20s,4s,3,true,0.5,false,true,0.8999999999999999
338,111m,44k,830,920ms,3,0.6,22m,64k,72m,38k,6g,6g,20s,1s,7,false,0.7999999999999999,true,true,0.7
339,125m,51k,370,480ms,1,0.5,36m,89k,30m,24k,6g,8g,120s,9s,3,false,0.7999999999999999,true,false,0.9999999999999999
340,31m,66k,240,110ms,4,0.6,32m,121k,62m,74k,9g,7g,120s,10s,3,true,0.5,false,true,0.7999999999999999
341,90m,45k,280,190ms,5,0.7,74m,117k,46m,34k,8g,15g,480s,2s,8,true,0.7,false,false,0.5
342,30m,27k,120,800ms,5,0.7,108m,70k,52m,82k,8g,6g,420s,1s,4,true,0.6,false,false,0.7999999999999999
343,66m,25k,980,630ms,5,0.5,26m,118k,88m,28k,8g,16g,300s,2s,7,false,0.5,false,true,0.7
344,67m,71k,390,320ms,2,0.6,2m,102k,116m,86k,12g,16g,460s,1s,4,true,0.7,true,false,0.9999999999999999
345,43m,69k,770,920ms,3,0.7,106m,27k,58m,120k,6g,13g,360s,5s,1,true,0.6,false,true,0.7
346,38m,95k,980,690ms,5,0.7,38m,78k,112m,100k,10g,10g,240s,4s,7,false,0.8999999999999999,false,false,0.7
347,25m,73k,510,760ms,2,0.8999999999999999,126m,113k,62m,126k,10g,10g,160s,6s,2,false,0.7,false,false,0.6
348,111m,110k,720,620ms,4,0.9999999999999999,80m,62k,50m,58k,12g,12g,20s,3s,8,true,0.9999999999999999,true,true,0.5
349,30m,69k,510,360ms,3,0.6,120m,44k,38m,122k,12g,7g,20s,9s,7,true,0.9999999999999999,true,false,0.9999999999999999
350,120m,46k,910,490ms,5,0.7999999999999999,94m,82k,34m,34k,7g,6g,300s,1s,7,false,0.7999999999999999,true,false,0.9999999999999999
351,30m,102k,1000,770ms,2,0.8999999999999999,62m,99k,116m,98k,9g,11g,400s,10s,7,false,0.5,true,true,0.7
352,62m,43k,270,290ms,2,0.6,76m,118k,50m,76k,7g,14g,220s,9s,6,true,0.6,true,true,0.6
353,118m,102k,1000,880ms,1,0.5,54m,120k,34m,80k,12g,15g,500s,1s,6,false,0.9999999999999999,false,true,0.6
354,52m,123k,630,730ms,2,0.7999999999999999,72m,54k,70m,112k,11g,16g,320s,10s,1,true,0.6,false,false,0.8999999999999999
355,46m,97k,820,100ms,3,0.8999999999999999,24m,117k,42m,68k,7g,16g,220s,6s,4,true,0.8999999999999999,true,true,0.5
356,27m,80k,520,650ms,2,0.5,30m,117k,116m,84k,12g,16g,280s,6s,7,false,0.7999999999999999,true,true,0.7
357,90m,123k,760,670ms,2,0.5,122m,104k,88m,28k,11g,15g,360s,6s,6,true,0.5,true,false,0.9999999999999999
358,52m,46k,960,220ms,2,0.7999999999999999,54m,50k,116m,124k,6g,13g,260s,3s,1,true,0.7,true,false,0.6
359,48m,123k,820,790ms,4,0.6,52m,109k,114m,80k,6g,13g,440s,8s,7,true,0.9999999999999999,true,true,0.7999999999999999
360,45m,33k,380,320ms,3,0.5,66m,34k,52m,54k,12g,11g,500s,2s,8,true,0.9999999999999999,true,true,0.9999999999999999
361,25m,108k,350,680ms,5,0.5,62m,120k,114m,86k,6g,10g,200s,9s,3,true,0.7,true,true,0.8999999999999999
362,67m,26k,790,240ms,4,0.5,36m,126k,52m,56k,7g,6g,380s,2s,6,true,0.7999999999999999,false,false,0.7
363,90m,61k,500,650ms,1,0.9999999999999999,8m,79k,100m,70k,8g,14g,500s,6s,8,false,0.7,true,false,0.5
364,50m,117k,590,220ms,4,0.8999999999999999,12m,33k,86m,76k,7g,7g,500s,2s,6,true,0.7,false,false,0.6
365,106m,57k,240,250ms,3,0.7999999999999999,42m,115k,74m,34k,9g,16g,160s,6s,7,false,0.8999999999999999,false,false,0.7
366,98m,114k,940,290ms,4,0.9999999999999999,26m,123k,102m,30k,6g,11g,120s,4s,8,true,0.5,false,false,0.7999999999999999
367,101m,71k,950,240ms,4,0.5,46m,63k,84m,90k,10g,15g,160s,6s,4,false,0.7,false,true,0.9999999999999999
368,44m,44k,710,820ms,3,0.9999999999999999,74m,29k,84m,94k,10g,12g,180s,1s,4,true,0.9999999999999999,false,true,0.9999999999999999
369,75m,26k,890,220ms,2,0.8999999999999999,70m,118k,104m,42k,11g,9g,300s,10s,8,false,0.8999999999999999,false,false,0.5
370,121m,116k,510,970ms,1,0.8999999999999999,46m,124k,86m,34k,10g,12g,300s,2s,2,false,0.5,true,false,0.9999999999999999
371,118m,97k,890,700ms,2,0.7999999999999999,74m,36k,26m,102k,8g,13g,360s,6s,4,false,0.6,false,true,0.7
372,101m,125k,170,210ms,4,0.6,64m,59k,86m,26k,11g,16g,300s,9s,3,true,0.7,false,false,0.5
373,65m,34k,700,840ms,3,0.8999999999999999,30m,49k,124m,54k,7g,8g,400s,5s,8,true,0.6,true,false,0.7
374,48m,80k,970,190ms,1,0.9999999999999999,24m,123k,56m,56k,12g,9g,160s,10s,6,true,0.6,false,true,0.7999999999999999
375,128m,53k,680,450ms,4,0.6,24m,65k,80m,98k,12g,13g,320s,7s,2,true,0.5,true,false,0.9999999999999999
376,107m,119k,310,940ms,3,0.8999999999999999,28m,110k,82m,126k,6g,15g,200s,1s,4,false,0.9999999999999999,true,true,0.8999999999999999
377,64m,24k,580,700ms,5,0.9999999999999999,28m,113k,76m,64k,6g,15g,480s,7s,8,false,0.6,false,false,0.8999999999999999
378,87m,98k,710,790ms,2,0.7999999999999999,64m,103k,84m,24k,9g,13g,40s,2s,3,false,0.9999999999999999,true,true,0.9999999999999999
379,24m,24k,160,150ms,5,0.7999999999999999,88m,26k,122m,128k,7g,11g,460s,8s,8,false,0.7999999999999999,true,false,0.8999999999999999
380,121m,98k,900,380ms,1,0.9999999999999999,4m,107k,78m,104k,8g,16g,320s,10s,3,false,0.6,true,false,0.7999999999999999
381,127m,71k,740,220ms,3,0.7,116m,127k,68m,100k,10g,15g,180s,6s,1,false,0.8999999999999999,false,false,0.9999999999999999
382,54m,106k,110,660ms,4,0.7999999999999999,80m,123k,92m,34k,7g,8g,360s,1s,5,false,0.9999999999999999,false,false,0.5
383,108m,29k,700,780ms,2,0.7,6m,76k,58m,36k,10g,9g,180s,5s,4,true,0.5,false,false,0.5
384,68m,94k,750,870ms,5,0.7,36m,71k,30m,24k,8g,7g,100s,5s,1,false,0.5,true,true,0.5
385,113m,36k,780,360ms,4,0.9999999999999999,56m,108k,100m,110k,7g,15g,400s,4s,6,true,0.7,false,true,0.9999999999999999
386,126m,107k,350,260ms,1,0.5,96m,67k,36m,82k,7g,14g,400s,9s,7,true,0.6,true,false,0.9999999999999999
387,54m,81k,200,330ms,5,0.7999999999999999,120m,29k,72m,26k,11g,16g,300s,3s,1,true,0.9999999999999999,true,true,0.7
388,31m,65k,980,850ms,4,0.5,76m,61k,44m,50k,7g,10g,400s,5s,5,false,0.8999999999999999,false,true,0.7999999999999999
389,58m,69k,840,840ms,1,0.8999999999999999,66m,77k,94m,86k,9g,9g,360s,1s,5,false,0.8999999999999999,false,false,0.9999999999999999
390,55m,42k,830,630ms,5,0.8999999999999999,72m,123k,58m,58k,8g,11g,180s,7s,7,true,0.7,false,false,0.5
391,28m,128k,860,130ms,3,0.9999999999999999,100m,53k,126m,96k,10g,12g,140s,8s,8,false,0.7999999999999999,false,true,0.6
392,34m,101k,280,550ms,1,0.5,38m,85k,60m,72k,11g,14g,300s,10s,6,true,0.8999999999999999,true,true,0.9999999999999999
393,104m,125k,960,810ms,5,0.7999999999999999,12m,105k,26m,38k,11g,9g,40s,2s,2,false,0.9999999999999999,false,true,0.8999999999999999
394,58m,124k,840,230ms,2,0.8999999999999999,50m,97k,28m,72k,12g,6g,420s,2s,4,false,0.6,true,true,0.6
395,115m,114k,550,710ms,1,0.7,72m,100k,100m,42k,8g,9g,400s,4s,1,true,0.9999999999999999,false,true,0.5
396,55m,84k,260,580ms,3,0.8999999999999999,14m,118k,96m,84k,7g,14g,380s,5s,2,true,0.7,false,false,0.7
397,30m,126k,640,710ms,2,0.8999999999999999,18m,49k,26m,96k,12g,15g,280s,9s,1,true,0.5,true,false,0.7
398,38m,127k,940,870ms,3,0.8999999999999999,78m,40k,90m,50k,11g,7g,460s,9s,2,true,0.7999999999999999,true,true,0.7999999999999999
399,82m,128k,550,590ms,4,0.6,64m,29k,38m,38k,12g,11g,80s,9s,4,false,0.6,false,false,0.7
400,32m,81k,150,180ms,2,0.7,94m,73k,24m,56k,6g,16g,340s,6s,6,false,0.7,true,false,0.7
401,96m,64k,980,260ms,3,0.7,44m,128k,60m,124k,7g,8g,60s,6s,5,true,0.8999999999999999,true,true,0.5
402,86m,85k,460,760ms,2,0.5,48m,59k,126m,54k,6g,13g,240s,5s,8,false,0.7999999999999999,true,true,0.5
403,27m,54k,810,830ms,5,0.6,28m,120k,50m,60k,7g,14g,200s,1s,6,true,0.8999999999999999,true,true,0.9999999999999999
404,56m,31k,500,890ms,2,0.8999999999999999,8m,98k,92m,110k,11g,14g,100s,6s,8,true,0.5,true,false,0.7
